audit_id,task_id,source_type,gold_label_source,repo,language,statement,silver_has_defect,silver_defect_types,silver_severity,review_has_defect,review_defect_types,review_severity,label_agreement,review_notes
audit_045,issue_094,issue_statement,rule_seeded,MedTimer,Android,"description: An app for managing medication schedules that lets users bypass onboarding, log doses either manually or as taken with precise time selection via a Material time picker, review adherence statistics, and access additional toolbar actions including submenu options and content previews.

feature 1: Manual dose entry with numeric prompts and precise time selection via a Material time picker.
sub-feature 1-1: On the intro screen, tapping the “SKIP” control (text ""SKIP"") bypasses onboarding; selecting the manual logging action (resource-id ""com.futsch1.medtimer:id/logManualDose"") opens the dose entry flow; tapping the input field (resource-id ""com.futsch1.medtimer:id/entry_text"") presents a numeric input dialog (""android:id/customPanel""); entering “123” and confirming with the positive button (""android:id/button1"") applies the value, a subsequent prompt in the same dialog accepts “1” and is confirmed again via ""android:id/button1""; a Material time picker then appears, where choosing the minute labeled “35” and pressing OK (""com.futsch1.medtimer:id/material_timepicker_ok_button"") confirms the time and completes manual dose logging.

feature 2: Quick marking of scheduled doses
...[truncated]",False,,none,TRUE,ambiguous_term|missing_actor|missing_trigger|missing_expected_outcome|missing_constraint|not_testable|overly_broad_requirement|unsupported_external_assumption,major,,"The statement is not an issue description. It is a long narrative describing multiple features and UI flows, but it does not identify any problem, expected behavior, or failure condition. Because it lacks a trigger, expected outcome, constraints, and a clear issue definition, it is ambiguous, overly broad, and not testable. Therefore, it is considered a major defect."
audit_046,jstvr_068,layout_change_spec,mutation_description_derived,jstvr-webpages/rebeccamade.com,HTML/CSS,"For responsive layout regression testing on `rebeccamade.com`, the page should preserve the intended layout behavior after this mutant change: Changed content in <h5>Landing Page sit amet,</h5>.",True,missing_actor,minor,TRUE,ambiguous_term|missing_expected_outcome|missing_constraint|not_testable|overly_broad_requirement,minor,,"The requirement is underspecified. It does not define what “intended layout behavior” means or what specific layout elements must remain unchanged after the mutation. Without explicit expected outcomes or constraints, the statement is ambiguous and not testable. Therefore, it is considered a defect with minor severity."
audit_047,ult_143,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `calcfwhm` should calcfwhm(x,y) with input x,y vector this function calculate fwhm and return (fwhm,xpeak,ymax) x input independent variable y input dependent variable fwhm return full width half maximum xpeak return x value at y = ymax.",False,,none,TRUE,ambiguous_term|missing_actor|missing_trigger|missing_expected_outcome|missing_constraint|not_testable|overly_broad_requirement|inconsistent_condition,major,,"The function specification is unclear, ungrammatical, and incomplete. It does not define how FWHM should be calculated, what assumptions apply to x and y, or what the returned values represent in precise terms. The lack of structure, constraints, and expected outcomes makes the requirement ambiguous and not testable. Therefore, it is considered a major defect."
audit_048,ult_098,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `__transform_coors` should Map coordinates into the new space Args coor i j.,True,missing_trigger,minor,TRUE,ambiguous_term|missing_actor|missing_trigger|missing_expected_outcome|missing_constraint|not_testable|overly_broad_requirement|inconsistent_condition,major,,"The function specification is incomplete and unclear. It does not define how coordinates should be transformed, what the new space is, or what the expected output format should be. The input description is fragmented and ambiguous. Without clear expected outcomes, constraints, or transformation rules, the requirement is ambiguous and not testable. Therefore, it is considered a major defect."
audit_049,issue_044,issue_statement,rule_seeded,microsoft/vscode,TypeScript,"Add relative directory/filepath support to snippets
- VSCode Version: Code 1.17.1 (1e9d36539b0ae51ac09b9d4673ebea4e447e5353, 2017-10-10T14:24:41.632Z)
- OS Version: Windows_NT ia32 6.3.9600

Currently, snippets allow you to resolve the current directory or filepath with `TM_DIRECTORY` and `TM_FILEPATH` respectively. It would be great to be able to get the path for these relative to the root folder, whether directly (e.g. `TM_DIRECTORY_REL`) or by providing a variable with the root folder.

I'm trying to write a snippet to create a new C# file. Visual Studio will auto-populate the file with `namespace Directory.Structure.Here`, but that doesn't seem possible in Visual Studio Code right now.
Add relative directory/filepath support to snippets
- VSCode Version: Code 1.17.1 (1e9d36539b0ae51ac09b9d4673ebea4e447e5353, 2017-10-10T14:24:41.632Z)
- OS Version: Windows_NT ia32 6.3.9600

Currently, snippets allow you to resolve the current directory or filepath with `TM_DIRECTORY` and `TM_FILEPATH` respectively. It would be great to be able to get the path for these relative to the root folder, whether directly (e.g. `TM_DIRECTORY_REL`) or by providing a variable with the root folder.

I'm tr
...[truncated]",True,missing_actor,minor,TRUE,ambiguous_term|missing_actor|missing_expected_outcome|missing_constraint|not_testable|overly_broad_requirement,minor,,"The issue statement is a feature request mixed with personal context and repeated text. It does not define a clear expected behavior for relative path resolution, nor does it specify constraints or testable outcomes. Because the requirement is ambiguous and not testable, it is considered a minor defect."
audit_050,jstvr_114,layout_change_spec,mutation_description_derived,jstvr-webpages/aftrnoon.com,HTML/CSS,"For responsive layout regression testing on `aftrnoon.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,TRUE,ambiguous_term|not_testable,major,,"The statement is incomplete and cuts off abruptly at the end (""...max-width in.""). This leaves the exact details of the mutant change ambiguous and unclear."
audit_051,ult_188,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `date_dif_precomputed` should Enhanced version of date_dif_loops function that uses precomputed array which contains ammount of dates between two months.,True,missing_trigger,minor,TRUE,missing_expected_outcome,major,,"The statement only describes what the function is, but completely misses the expected outcome or specific testable behavior."
audit_052,jstvr_037,layout_change_spec,mutation_description_derived,jstvr-webpages/getbootstrap.com,HTML/CSS,"For responsive layout regression testing on `getbootstrap.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <div class=""col-sm-3 col-xs-6"">.",False,,none,TRUE,ambiguous_term|missing_trigger,major,,"The mutant change description is cut off at the end, missing both what the class was changed to and the exact condition that triggers the layout behavior."
audit_053,ult_170,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `letter_extremal_occurrences` should r"""""" Return the set of letterextremal occurrences of ``u`` in ``w``. An occurrence is letterextremal if the letters can not move inside the occurrence. This is a subset of all occurrences of ``u`` in ``w`` but much that defines the same convex hull.",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The requirement is highly ambiguous and grammatically broken, including typos (""letterextremal"", ""but much that defines"") and syntax noise (r"""""") that make the logic impossible to test accurately."
audit_054,ac_043,acceptance_criterion,rule_seeded,apache/dubbo,Java,"The collector of production data should be able to collect data from all levels of Dubbo modules, applications, and frameworks.",True,missing_actor|missing_trigger|overly_broad_requirement,major,TRUE,missing_trigger|overly_broad_requirement,major,,"The requirement is overly broad (""all levels"") and misses the specific event or condition that triggers the data collection process."
audit_055,ult_183,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `process_spaces` should Function to process spaces in text lines for preformatted notes.,True,missing_trigger,minor,TRUE,missing_expected_outcome,major,,"The statement only defines the high-level purpose of the function but completely fails to describe the expected outcome or any specific, testable behavior."
audit_056,syn_087,synthetic_defect,synthetic_injected,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `version_info` attribute should be present and of type tuple. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,TRUE,ambiguous_term|inconsistent_condition,major,,"The statement contains a logical contradiction where a setting must be both ""enabled and disabled by default"", while introduces an ambiguous reference to ""The same option"" without defining what option it refers to."
audit_057,ult_150,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `color_variant` should Make a color darker or lighter. Shift a color towards more darker (negative ``brightness_offset``) or more lighter (positive ``brightness_offset``).,True,missing_trigger,minor,TRUE,missing_expected_outcome,major,,"The requirement describes what the function does conceptually but fails to specify the exact expected outcome, such as the format or type of the returned color value."
audit_058,ac_058,acceptance_criterion,rule_seeded,mrdoob/three.js,JavaScript,"Given an instance of `Object3D`, when the `removeAll` method is called, then all children objects should be removed from the parent and dispatched with a `_removedEvent`.",True,overly_broad_requirement,minor,FALSE,,none,,Statement is specific enough and testable.
audit_059,syn_042,synthetic_defect,synthetic_injected,huggingface/transformers,Python,"Given a GPT-2 model, then the model should not experience numerical instability.",True,missing_trigger,minor,TRUE,missing_trigger|overly_broad_requirement,major,,"The statement skips the ""When"" clause completely, missing the specific action/trigger that causes the model to evaluate, and uses an overly broad phrase (""numerical instability"") without specifying metrics."
audit_060,issue_023,issue_statement,rule_seeded,prettier/prettier,JavaScript,"Utility functions requests
Is there any reason why `getNextNonSpaceNonCommentCharacterIndex` is in the public API but `getNextNonSpaceNonCommentCharacter` isn't? it's a one liner we could do without in [prettier-plugin-solidity](https://github.com/prettier-solidity/prettier-plugin-solidity).

Also, `hasNodeIgnoreComment` feels like something that every plugin could benefit if they decide to support comments containing `prettier-ignore`.",True,missing_expected_outcome|missing_constraint,major,TRUE,missing_expected_outcome|not_testable,major,,"The statement is an informal GitHub issue discussion / question rather than a structured, testable requirement, completely missing clear triggers and expected outcomes."
audit_061,ac_014,acceptance_criterion,rule_seeded,CityZen,Android,Interacting with a specific result container by clicking the element with class 'android.widget.FrameLayout' and index '1' focuses or opens that entry.,True,missing_expected_outcome|not_testable,major,TRUE,ambiguous_term,minor,,"The phrase ""focuses or opens"" creates ambiguity because it implies two different possible actions rather than specifying exactly which expected outcome should occur."
audit_062,syn_071,synthetic_defect,synthetic_injected,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display the first result in the list. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,TRUE,ambiguous_term|inconsistent_condition,major,,"The statement contains a clear contradiction requiring an option to be both ""enabled and disabled by default,"" while introducing ambiguity via an undefined reference to ""The same option."""
audit_063,syn_008,synthetic_defect,synthetic_injected,Autostarts,Android,"Given the app is launched, when the user taps on the 'After Startup' category row, then the section should expand to show receivers for network state changes and collapse on a subsequent tap. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,TRUE,ambiguous_term|unsupported_external_assumption,major,,"The statement relies on an unsupported external assumption (""undocumented third-party policy"") which makes the requirement ambiguous and impossible to verify accurately."
audit_064,ac_012,acceptance_criterion,rule_seeded,CityZen,Android,"When the initial permission prompt appears, tapping the Allow button grants the app its required access.",True,missing_actor,minor,FALSE,,none,,
audit_065,issue_005,issue_statement,rule_seeded,apache/dubbo,Java,"Provider should disable mock configuration.
mock configuration should be disabled on provider side.",True,missing_actor,minor,FALSE,,none,,
audit_066,jstvr_043,layout_change_spec,mutation_description_derived,jstvr-webpages/bittorrent.com,HTML/CSS,"For responsive layout regression testing on `bittorrent.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 10.0em to [10.0%,  20.0px] in.",True,missing_actor,minor,TRUE,ambiguous_term|not_testable,major,,"The mutant change syntax is broken and ambiguous: ""Changed UNIT in 10.0em to [10.0%, 20.0px] in."" It provides an array of two different units/values instead of a clear target value, making the statement logically flawed and impossible to test or verify."
audit_067,syn_052,synthetic_defect,synthetic_injected,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then if the `preprocess_logits_for_metrics` function returns `None`, an error should be raised. It should also handle edge cases.",True,missing_constraint,minor,TRUE,overly_broad_requirement,major,,"The phrase ""It should also handle edge cases"" is overly broad and generic. It does not specify which edge cases need to be handled, making that specific part of the requirement vague and untestable."
audit_068,ac_073,acceptance_criterion,rule_seeded,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then if no `preprocess_logits_for_metrics` function is provided, the logits are processed by the default behavior of caching them as they are.",True,missing_expected_outcome|not_testable,major,FALSE,,none,,
audit_069,issue_040,issue_statement,rule_seeded,coder/code-server,TypeScript,"[Feat]: allow setting the app name and a welcome text on login page
## What is your suggestion?
allowing to change the text and app / instance name on the login page

## Why do you want this feature?
telling apart multiple instances

## Are there any workarounds to get this functionality today?
you can fork code-server, make the changes in html and build it again

## Are you interested in submitting a PR for this?
yes, already did:  #5633",True,missing_constraint,minor,FALSE,,none,,
audit_070,syn_027,synthetic_defect,synthetic_injected,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then the behavior is completed.",True,missing_expected_outcome,major,TRUE,missing_expected_outcome|not_testable,major,,"The expected outcome phrase ""then the behavior is completed"" is entirely vague and lacks specifics. It does not clarify what actually happens, what state changes occur, or what result is produced, making the requirement completely untestable."
audit_071,ac_021,acceptance_criterion,rule_seeded,astropy/astropy,Python,The implementation of the separability matrix function should handle nested CompoundModels without errors or unexpected behavior.,True,missing_trigger|overly_broad_requirement,minor,FALSE,,none,,
audit_072,syn_031,synthetic_defect,synthetic_injected,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the dashboard should display memory usage statistics such as maximum heap size and used memory. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,TRUE,not_testable|inconsistent_condition,major,,"The phrase ""The same option should be enabled and disabled by default"" is logically contradictory and impossible to implement or test, as an option cannot be both enabled and disabled at the same time by default."
audit_073,ult_118,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `format_atom_names` should needs a list of atoms ['C1', 'C2', 'O1', ..] with part number and a residue number. returns a list with atoms like ['C1_4b', 'C2_4b', 'O1_4b', ..].",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The statement specifies that the function needs a list of atoms ""with part number and a residue number"", but it does not specify how these inputs (part number and residue number) should be provided (e.g., as separate arguments, or structured inside the atom strings). Furthermore, it is grammatically broken (""should needs"") and ambiguous about how the output strings (like 'C1_4b') are constructed from the part number and residue number."
audit_074,ult_140,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `poker_hand` should Formatted print of a hand of cards.,True,missing_trigger,minor,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement is ungrammatical (""should Formatted print"") and highly ambiguous. It fails to define the exact format required for printing the hand of cards, nor does it clarify whether the function should return a formatted string or directly print to the standard output, making the expected outcome unclear."
audit_075,llmorph_003,testing_rule_spec,rule_spec_derived,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `<Expr> !== <Expr> -> <Expr> === <Expr>`, the mutator should replace !== operator in condition with ===. The rule only applies to ""!==""-expressions. The rewritten expression should contain ""==="" instead.",False,,none,FALSE,,none,,Statement is specific enough and testable.
audit_076,ac_029,acceptance_criterion,rule_seeded,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be equal to the string representation of the `version_info` tuple.",False,,none,FALSE,,none,,Statement is specific enough and testable.
audit_077,ult_106,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `annotate_descr` should Annotates TE based on BLAST description.,False,,none,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement ""should Annotates TE based on BLAST description"" is overly vague and ambiguous. It completely fails to define what the expected outcome or output of the function is (e.g., does it mutate an object in place, modify a file, or return a specific data structure?). It also does not clarify how the BLAST description input is structured."
audit_078,ult_073,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `locate_alignment` should Transform single sequence alignment to positions on query sequence.,False,,none,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement uses the vague term ""Transform"" without specifying what format the output should take (e.g., a tuple, a dictionary, a list of integers, or a custom object). Consequently, the expected outcome is missing a clear definition, making it untestable."
audit_079,issue_020,issue_statement,rule_seeded,prettier/prettier,JavaScript,"Trailing commas for type parameters in TypeScript
**Prettier 1.9.2**

~~I would paste a playground link but no TypeScript support ;)~~ I'm silly: [Playground link](https://prettier.io/playground/#N4Igxg9gdgLgprEAuEMCeAHOACAKnAWwwBsBDeAIQEsoATGgc2wF4AdKbT7AH2wEEMJOPiJlKNelAbsuPbBVJRFpESXJxqdRjK68AwqQBOhiDFVi4AOQi047ANzt26LNgCyNuMWu2WOzrwCQh623p7+cgpKSiFePnYcutgGxqaxYbYOTlBwAB4YEIYw2JBQAM7FYIZw6gDKEACuhmBWngBiJgTm6pqSTMzYADwRuN3iWlLYefB0ZXiEauN9LPOiPRKMADQj9U0t8VO5M7Rzu82tvgNn++FQAHwAFPBrS4xIeGMaG1IAlCx32GAEQA9AAqbAAOih2FBwPYAF97CBNiAIBgYFRoGVkKAjCYAO4ABSMCGxKFIADcIFRaMiQKQKsgAGakYhlOAogBGhlIYAA1nAYLUMLzGMgYIYGhyQLQIGBmaz2SiaOyioSeQwCKQFWzpQArMq5Cg8-mC2qkAhwAAyNDgOqVqIaMAwToATPbpSLDKrkKhMHAylUqOi6RhDDQYAB1GkwAAWyAAHAAGFFhiDsyM8jC+sMBuCGCl2lHVACODSo1XVpE12qQLN1KPZBCo4sl0rKjGIcAAig1THa64rpTBSJzo7Q48hXSiJaQqMRGHoIAQtb6oNAiyAGuzcKOyfX2fD4UA)
```sh
--parser typescript
```

**Input:**
```typescript
type TemplateBinding =
    | AppleTemplateBinding
    | BananaTemplateBinding
    | CarrotTemplateNode
;

type ModelNode =
    | AppleModelNode
    | BananaModelNode
    | CarrotModelNode
;

export const createSourceNodeFromTemplateBinding = <
    TTemplateBinding extends TemplateBinding = Templ
...[truncated]",True,missing_actor,minor,FALSE,,none,,Statement is specific enough and testable.
audit_080,ult_063,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `idx_for_diag_se_from_tr` should Traverse southeast diagonals from top right This is the most important variant Eg. 0 1 2 \\ \\ \\ 1 ['A', 'B', 'C'] \\ \\ \\ ['D', 'E', 'F'].",True,missing_trigger,minor,TRUE,ambiguous_term|missing_expected_outcome,major,,"The description contains broken formatting and incomplete example data (""Eg. 0 1 2 \\\\\\\\ 1 ['A', 'B', 'C'] \\\\\\\\ ['D', 'E', 'F']""). It fails to specify the exact structure or format of the expected output/returned value, making the statement highly ambiguous and untestable."
audit_081,llmorph_002,testing_rule_spec,rule_spec_derived,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `<Expr> === <Expr> -> <Expr> !== <Expr>`, the mutator should replace === operator in condition with !==. The rule only applies to ""===""-expressions. The rewritten expression should contain ""!=="" instead.",False,,none,FALSE,,none,,Statement is specific enough and testable.
audit_082,issue_016,issue_statement,rule_seeded,mrdoob/three.js,JavaScript,"Feature: Quaternion.slerpQuaternions()
It's already possible to easily interpolate between two quaternions by using the static helper, but the Vector classes already implement a .lerpVectors, would it make sense to also have the same API for quaternions?

```js
const q = new Quaternion()
q.slerpQuaternions(quatA, quatB, 0.6)
```

Please understand that this is just to keep the API predictable for end users",True,missing_trigger|missing_expected_outcome|missing_constraint,major,TRUE,missing_expected_outcome|missing_constraint,minor,,"The feature request lacks explicit technical details: it does not state the expected outcome (e.g., whether it mutates the calling instance and returns it), nor does it specify constraints (e.g., input normalization or clamping for the interpolation factor)."
audit_083,ac_006,acceptance_criterion,rule_seeded,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a confirmation dialog asking if the user wants to close the overlay after confirming.",False,,none,TRUE,ambiguous_term|inconsistent_condition,minor,,"The statement contains an inconsistent logical flow: searching for a term after opening an icon shouldn't logically trigger a dialog asking to ""close the overlay after confirming."" Additionally, ""the overlay"" is an ambiguous term as it is never previously mentioned or defined in the context."
audit_084,ult_189,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `drains_to` should Returns coordinates ot the cell cupplied row,col drains into immediately Returns (None, None) if supplied row, col is a sink.",False,,none,TRUE,ambiguous_term,minor,,"The statement contains multiple severe typos (""ot"", ""cupplied"", ""immediately Returns"") and uses the ambiguous term ""a sink"" without defining what conditions or values constitute a ""sink"" cell within the context of the function grid."
audit_085,jstvr_020,layout_change_spec,mutation_description_derived,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The specification is completely ambiguous and lacks required constraints: it fails to specify which HTML element received the new class, what the specific class name is, and what the ""intended layout behavior"" actually entails for verification."
audit_086,syn_067,synthetic_defect,synthetic_injected,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-specified application protocol is configured, then the behavior is completed.",True,missing_expected_outcome,major,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement concludes with ""the behavior is completed,"" which is entirely ambiguous and fails to state the actual expected outcome or technical result (e.g., whether an exception is thrown, a default port/protocol is assigned, or the exporter initialization fails)."
audit_087,jstvr_058,layout_change_spec,mutation_description_derived,jstvr-webpages/reserve.com,HTML/CSS,"For responsive layout regression testing on `reserve.com`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,TRUE,ambiguous_term|missing_constraint,major,,"The requirement is completely ambiguous and lacks required constraints: it fails to specify which HTML element had a class removed, what specific class name was removed, and what the ""intended layout behavior"" actually entails for verification."
audit_088,syn_006,synthetic_defect,synthetic_injected,Arcticons,Android,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,TRUE,ambiguous_term|missing_expected_outcome|not_testable|overly_broad_requirement,critical,,"The statement ""Improve and support all related behavior for this feature"" is an empty requirement. It is completely non-actionable and untestable because it fails to define what the feature is, what specific improvements are needed, what behaviors must be supported, or what constitutes a successful outcome."
audit_089,jstvr_107,layout_change_spec,mutation_description_derived,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to min-width in.",True,missing_actor,minor,TRUE,ambiguous_term|missing_constraint,major,,"The statement contains incomplete sentences and major ambiguities: ""min-width in."" cuts off without specifying what value or property it was changed to. Furthermore, it completely lacks constraints, failing to define which media query or CSS rule was altered, and what specific ""intended layout behavior"" should be verified."
audit_090,ult_003,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `fix_labels` should Fix the labels from the Shimmer data by removing unnecessary text.,True,missing_trigger,minor,TRUE,ambiguous_term|missing_expected_outcome,major,,"The specification is too vague: the terms ""Fix the labels"", ""Shimmer data"", and ""unnecessary text"" are completely ambiguous. It lacks a clear expected outcome by failing to specify exactly what text is considered ""unnecessary"" or how the labels should look after being processed."
audit_091,ult_165,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `make_sql_select_command` should Make SQL select command. table_header_list list of columns to be selected where_columns column names for where clause where_options operator for where clause where_values variable for where clause where_bools boolean for where clause group group name for GROUP BY clause having_columns.,False,,none,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement cuts off abruptly at the end (""GROUP BY clause having_columns."") without describing what the function should actually do with having_columns. Additionally, it lacks a clear expected outcome by failing to specify the exact format of the returned SQL string (e.g., handling of spacing, uppercase keywords, or parameter placeholders)."
audit_092,ult_187,function_spec,test_oracle_derived,UnLeakedTestBench,Python,Function `find_integers` should Compute integers for offdiagonal supercell matrix elements Called by find_nondiagonal().,True,missing_trigger,minor,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement ""Compute integers for offdiagonal supercell matrix elements"" is completely vague and lacks an expected outcome. It does not clarify what mathematical operation or algorithm is used to compute these integers, nor does it specify the function's return type, structure, or behavior when handling edge cases."
audit_093,ac_003,acceptance_criterion,rule_seeded,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a confirmation dialog asking if the user wants to close the overlay.",False,,none,TRUE,ambiguous_term|inconsistent_condition,minor,,"The logical sequence of events is highly inconsistent: searching for a term after tapping an icon shouldn't trigger a confirmation dialog to close an overlay. Additionally, ""the overlay"" is an ambiguous term that is introduced abruptly without being previously defined in the context."
audit_094,ult_004,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `x0x1_after_extraction` should When we extract an array, we also update the extracted array's regions by mapping each region from their coordinates on the original array (which has a shape_native) to the extracted array (which is a 2D section on this array). This function compares the 1D coordinates of a regions original coordinates on a array to the 1D coordinates of the extracted array, determining where the original region lies on the extracted array. For example, for a 1D array with shape 8 we may have a region whose 1D c
...[truncated].",False,,none,TRUE,ambiguous_term|missing_expected_outcome,major,,"The statement cuts off midway through an explanation with ""...[truncated]"", making it completely incomplete. Furthermore, it fails to clarify the actual expected outcome or signature of the function x0x1_after_extraction (e.g., what it returns or mutates), and uses poorly defined terms due to the broken text context."
audit_095,issue_018,issue_statement,rule_seeded,mrdoob/three.js,JavaScript,"Feature request: Add `.fromHalfFloat()` to DataUtils.
`DataUtils` already has `.toHalfFloat( val )`.

`DataUtils.fromHalfFloat( half )` would be useful for evaluating the dynamic range of HDR textures in .exr format, for example.",True,missing_trigger|missing_expected_outcome|not_testable,major,TRUE,missing_expected_outcome,minor,,"The feature request proposes adding DataUtils.fromHalfFloat( half ) for API symmetry with .toHalfFloat(), but it fails to specify the exact expected outcome. It does not explicitly state what data type the function should return (e.g., a standard JavaScript number/float32 value) or how it should handle invalid inputs or edge cases like Infinity, NaN, or subnormal numbers."
audit_096,jstvr_117,layout_change_spec,mutation_description_derived,jstvr-webpages/annettescreations.net,HTML/CSS,"For responsive layout regression testing on `annettescreations.net`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,TRUE,ambiguous_term|missing_constraint,major,,"The description is incomplete and heavily truncated: ""max-width in."" cuts off without specifying the targeted size or context. Additionally, it lacks key constraints and contains ambiguous terms, since it fails to point out which media query or CSS class was affected and what exact layout behavior is intended to be preserved."
audit_097,ult_001,function_spec,test_oracle_derived,UnLeakedTestBench,Python,"Function `is_degree_in_degree_range` should Checkes whether a given degreevalue lies between two bounding degreevalues, where degree_a and degree_b are the bounding degreelimits, with degree_a representing the clockwise oriented degreevalue and degree_b representing the counterclockwise degreevalue. Degree_c is the value being checked.",False,,none,TRUE,ambiguous_term,minor,,"The statement contains multiple severe typos (""Checkes"", ""degreevalue"", ""degreelimits""). Additionally, it introduces an inconsistent variable name ""Degree_c"" at the very end out of nowhere, which makes the requirement ambiguous since the first sentence refers to it as ""a given degreevalue"" instead of using the parameter name consistently."
audit_098,syn_017,synthetic_defect,synthetic_injected,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be present and of type string. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,TRUE,ambiguous_term|overly_broad_requirement,minor,,"The statement ends with the completely vague phrase, ""The behavior should work properly in all relevant cases."" This introduces an ambiguous term (""properly"") and creates an overly broad requirement, as it fails to specify what constitutes a ""relevant case"" or what the precise expected outcome should be in those scenarios."
audit_099,jstvr_001,layout_change_spec,mutation_description_derived,jstvr-webpages/responsiveprocess.com,HTML/CSS,"For responsive layout regression testing on `responsiveprocess.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 0.75em to [0.75%] in.",True,missing_actor,minor,TRUE,ambiguous_term|missing_constraint,major,,"The layout specification statement is cut off and completely truncated at the end: ""Changed UNIT in 0.75em to [0.75%] in."" makes no grammatical or logical sense. It lacks required constraints and clear parameters because it does not state which element, CSS property, or responsive media query rule is targeted, nor what the actual target unit or layout behavior should be."
