task_id,origin_id,source_type,repo,language,statement,gold_has_defect,gold_defect_types,gold_severity,gold_label_source
issue_071,swe_django__django-11099,issue_statement,django/django,Python,"UsernameValidator allows trailing newline in usernames
Description
	
ASCIIUsernameValidator and UnicodeUsernameValidator use the regex 
r'^[\w.@+-]+$'
The intent is to only allow alphanumeric characters as well as ., @, +, and -. However, a little known quirk of Python regexes is that $ will also match a trailing newline. Therefore, the user name validators will accept usernames which end with a newline. You can avoid this behavior by instead using \A and \Z to terminate regexes. For example, the validator regex could be changed to
r'\A[\w.@+-]+\Z'
in order to reject usernames that end with a newline.
I am not sure how to officially post a patch, but the required change is trivial - using the regex above in the two validators in contrib.auth.validators.",True,missing_constraint,minor,rule_seeded
issue_072,swe_django__django-11133,issue_statement,django/django,Python,"HttpResponse doesn't handle memoryview objects
Description
	
I am trying to write a BinaryField retrieved from the database into a HttpResponse. When the database is Sqlite this works correctly, but Postgresql returns the contents of the field as a memoryview object and it seems like current Django doesn't like this combination:
from django.http import HttpResponse																	 
# String content
response = HttpResponse(""My Content"")																			
response.content																								 
# Out: b'My Content'
# This is correct
# Bytes content
response = HttpResponse(b""My Content"")																		 
response.content																								 
# Out: b'My Content'
# This is also correct
# memoryview content
response = HttpResponse(memoryview(b""My Content""))															 
response.content
# Out: b'<memory at 0x7fcc47ab2648>'
# This is not correct, I am expecting b'My Content'",True,ambiguous_term|missing_expected_outcome|missing_constraint,major,rule_seeded
issue_073,appforge_001,issue_statement,Arcticons,Android,"description: An Arcticons companion app that lets users browse and manage an icon catalog, explore and apply wallpapers, and customize settings such as the app theme, all via a navigation drawer with searchable lists and occasional confirmation dialogs.

feature-1: Browse the icon catalog and perform in-catalog actions like opening items and searching.
sub-feature 1-1: Navigate to Icons, open an item, invoke search, and close the overlay to resume browsing. When the app opens, dismiss the initial dialog by tapping the positive action identified by resource-id com.donnnno.arcticons:id/md_buttonDefaultPositive; open and toggle the navigation drawer by tapping the toolbar navigation control identified by class android.widget.ImageButton and index 0 twice; select the “Icons” entry by tapping com.donnnno.arcticons:id/design_menu_item_text with text “Icons” to reach the icons view; open the first item by tapping the container identified by class android.widget.FrameLayout and index 0; invoke search via the action item com.donnnno.arcticons:id/menu_search, focus the search area by tapping com.donnnno.arcticons:id/inner_container, then close the resulting dialog or overlay by pressing the
...[truncated]",False,,none,rule_seeded
issue_074,appforge_002,issue_statement,Autostarts,Android,"description: An app for inspecting and managing which installed apps’ broadcast receivers run automatically (e.g., at boot or on connectivity changes), grouping entries by trigger and providing controls to disable receivers, search, regroup the list, and open system app details.
feature 1: Explore broadcast-event categories and quickly reveal or hide the receivers registered under each trigger.
sub-feature 1-1: When the user taps the category row with resource-id ""com.elsdoerfer.android.autostarts:id/title"" and text ""During Startup"", the section expands to show boot-time items, and tapping the same element again collapses it; tapping the category with resource-id ""com.elsdoerfer.android.autostarts:id/title"" and text ""After Startup"" similarly expands and collapses on a second tap; finally, selecting the event group with resource-id ""com.elsdoerfer.android.autostarts:id/title"" and text ""Connectivity changed"" expands to show receivers for network state changes and collapses on a subsequent tap, confirming toggle behavior for each broadcast category.
feature 2: Control per-app autostart receivers and access system-level details directly from the categorized list.
sub-feature 2-1: After
...[truncated]",False,,none,rule_seeded
issue_075,appforge_003,issue_statement,CityZen,Android,"description: An app for discovering, mapping, and managing city points of interest, letting users browse categories, view details, share places, interact with a live map, add new POIs, and organize favorites with tabbed navigation.

feature 1: Discover places by browsing categories, opening details, and sharing points of interest.
sub-feature 1-1: When the initial permission prompt appears, tapping the Allow button identified by the resource-id ""com.android.permissioncontroller:id/permission_allow_button"" in the com.google.android.permissioncontroller dialog grants the app its required access; selecting the ""Fast food"" category by tapping the item with the resource-id ""com.cityzen.cityzen:id/poi_title"" and text ""Fast food"" reveals relevant fast food points of interest; interacting with a specific result container by clicking the element with class ""android.widget.FrameLayout"" and index ""1"" focuses or opens that entry; tapping the place title again, identified by the resource-id ""com.cityzen.cityzen:id/poi_title,"" brings up the detailed view; finally, pressing the share control with the resource-id ""com.cityzen.cityzen:id/poiDialogShare"" opens the sharing flow for the currently view
...[truncated]",False,,none,rule_seeded
issue_076,appforge_004,issue_statement,Currency,Android,"description: The app is a currency conversion tool that provides real-time and historical exchange rate data for 32 international currencies, with additional features like offline usage, a widget, and chart visualization.
feature-1: Currency conversion. The app allows the user to choose the active base currency from a scrollable list so that conversion values and focus update accordingly across the 32 supported currencies. When the currency list is visible, each selectable row is identified by the resource-id ""org.billthefarmer.currency:id/name"" and labeled by its three-letter code via the text attribute; tapping the item with resource-id ""org.billthefarmer.currency:id/name"" and text ""USD"" selects United States Dollar as the active base currency, causing the interface to reflect a USD-focused state (such as highlighting the row or updating conversion figures). Next, tapping the element with the same resource-id ""org.billthefarmer.currency:id/name"" and text ""GBP"" switches the active selection to British Pound, replacing the prior USD focus and updating the displayed conversions to be GBP-based. Finally, tapping the element with resource-id ""org.billthefarmer.currency:id/name"" and te
...[truncated]",False,,none,rule_seeded
issue_077,appforge_005,issue_statement,DNS66,Android,"description: An app that provides DNS/VPN-based network filtering (DNS66), letting users start and monitor a local VPN service, manage custom DNS resolvers, configure hosts-based filter sources with auto-refresh and allow/deny modes, and control per-app filtering including system apps.

feature 1: Control and monitor the VPN-based filtering service, including permission handling, auto-resume on boot, connection watchdog, and on-demand refresh, to keep protection active and up to date.
sub-feature 1-1: When the user taps the start control with resource-id ""org.jak_linux.dns66:id/start_button"", a confirmation dialog appears, and pressing the button ""android:id/button1"" with text ""YES"" proceeds to the Android VPN permission prompt from package ""com.android.vpndialogs""; approving by tapping ""android:id/button1"" with text ""OK"" grants permission and starts the VPN-based service, after which enabling auto-resume is done by selecting the setting labeled ""Resume on system start-up"", turning on the watchdog by tapping ""org.jak_linux.dns66:id/watchdog"" with text ""Watch connection"" and confirming via ""android:id/button1"" with text ""CONTINUE"", and finally invoking the refresh action ""org.jak_li
...[truncated]",False,,none,rule_seeded
issue_078,appforge_006,issue_statement,DNS_Hero,Android,"description: A DNS lookup and diagnostics tool that lets users enter a domain, resolve it, inspect diagnostic sections such as root nameserver analysis, and manage the domain with favorites and overflow actions.

feature-1: Perform DNS resolution and access detailed diagnostic sections for a selected domain.
sub-feature 1-1: Users can type a domain, trigger resolution, switch to the diagnostics view, and open the Root Nameserver details for the current domain. When the user types ""google.com"" into the input field with resource-id ""com.gianlu.dnshero:id/loading_domain"", the value populates the field; tapping the trailing action icon with resource-id ""com.gianlu.dnshero:id/text_input_end_icon"" initiates loading and displays the results; tapping the ""DIAGNOSTIC"" label (class android.widget.TextView) switches the interface to the diagnostic view; and tapping the ""ROOT NAMESERVER"" item (class android.widget.TextView) opens or focuses the root nameserver diagnostic for the current domain, showing the related details.

feature-2: Provide quick domain management actions including favoriting and executing overflow menu options on the loaded domain.
sub-feature 2-1: Users can load a domain,
...[truncated]",True,missing_expected_outcome,major,rule_seeded
issue_079,appforge_007,issue_statement,Daedalus,Android,"description: An app that provides a local VPN-based DNS service with a navigation drawer for accessing testing tools, log management, and DNS server configuration.

feature 1: Start and control the local VPN/DNS service and access the app’s navigation options.
sub-feature 1-1: Activates the VPN/DNS service and opens the navigation drawer; when the user taps the activation control identified by the resource-id ""org.itxtech.daedalus:id/button_activate"", the Android VPN permission dialog (""com.android.vpndialogs"") appears, and confirming with the OK button identified by the resource-id ""android:id/button1"" and text ""OK"" grants permission and allows the connection to proceed; after granting permission, tapping the navigation icon with the content-desc ""Open navigation drawer"" opens the side navigation panel for additional features or settings.
feature 2: Test network/URL resolution and view detailed results.
sub-feature 2-1: Accesses the Test screen, inputs a target URL, starts the test, and reviews its details; opening the navigation drawer and choosing the ""Test"" item identified by the resource-id ""org.itxtech.daedalus:id/design_menu_item_text"" with text ""Test"" brings up the testing
...[truncated]",False,,none,rule_seeded
issue_080,appforge_008,issue_statement,DiskUsage,Android,"description: An app (com.google.android.diskusage) for visualizing disk usage, letting users browse storage volumes, search within them, and manage rescanning, rendering mode, and app information.

feature 1: Visualize and explore storage volumes through an interactive usage view.
sub-feature 1-1: When opening the app, the user selects the ""Storage card"" entry identified by resource-id ""android:id/text1"" and text ""Storage card"" to open its contents; the interactive visualization loads in the main content area ""android:id/content"", and tapping within this content surface (""android:id/content"") drills down or reveals details for the tapped region, confirming touch-responsive navigation within the storage hierarchy.

feature 2: Quickly search within the current storage view to find space-consuming items.
sub-feature 2-1: After tapping the ""Storage card"" entry (""android:id/text1""), the user opens search via the button ""android:id/search_button"", focuses the query field ""android:id/search_src_text"", and enters the term ""Apps"" into ""android:id/search_src_text"" to trigger in-app filtering that narrows the current ""Storage card"" view to items matching “Apps.”

feature 3: Control rescanning
...[truncated]",False,,none,rule_seeded
issue_081,appforge_009,issue_statement,Echo,Android,"description: A quick audio-capture utility that records the last minute of audio, guides users to enable required system settings, allows configuration of buffer size and audio quality, and supports easy sharing and rating.

feature 1: Capture, name, and send the last minute of audio once required system settings are enabled.
sub-feature 1-1: When a confirmation prompt appears in eu.mrogalski.saidit, tapping the positive button with resource-id ""android:id/button1"" proceeds to Android Settings (package com.android.settings), where enabling the toggle ""android:id/switch_widget"" grants the needed setting; pressing system Back returns to SaidIt, where tapping ""eu.mrogalski.saidit:id/record_last_minute"" starts the last‑minute capture and shows the naming field ""eu.mrogalski.saidit:id/recording_name"", into which ""kk"" is entered, then confirmed via ""android:id/button1"", and finally the recording is dispatched by tapping the ""SEND"" button ""eu.mrogalski.saidit:id/recording_done_send"".

feature 2: Configure recording parameters via an in‑app settings screen to tailor memory usage and audio quality.
sub-feature 2-1: After confirming the in‑app dialog via ""android:id/button1"" and enabling the
...[truncated]",False,,none,rule_seeded
issue_082,appforge_010,issue_statement,Enchanted_Fortress,Android,"description: An Android turn-based fantasy fortress-building strategy game where players start or continue sessions, configure character and difficulty, manage workers and research across turns, view the hall of fame, read story/help, and adjust settings such as theme and leaderboard resets.

feature-1: Start a new game by naming a character, choosing a difficulty, and beginning gameplay from the setup screen.
sub-feature 1-1: From the main menu, tapping the ""hr.kravarscan.enchantedfortress:id/newGameButton"" opens the setup screen; entering ""kk"" into ""hr.kravarscan.enchantedfortress:id/nameInput"" sets the player name; tapping ""hr.kravarscan.enchantedfortress:id/difficultySelection"" and choosing the option with text ""Easy"" sets the difficulty; pressing ""hr.kravarscan.enchantedfortress:id/startButton"" begins gameplay, and using the Android system Back action returns to the previous screen.
sub-feature 1-3: Tapping the ""hr.kravarscan.enchantedfortress:id/continueButton"" resumes the current session from the main menu, and pressing the system Back button returns to the main menu.
sub-feature1-2: Tapping the Hall of Fame entry with resource-id ""hr.kravarscan.enchantedfortress:id/scoresBu
...[truncated]",False,,none,rule_seeded
issue_083,appforge_011,issue_statement,Equate,Android,"description: An all-in-one unit and currency converter that lets users pick categories, select base and target units or currencies (including historical currency rates), enter values via an on-screen keypad, and instantly see conversion results with access to an extended unit picker.

feature-1: Perform currency conversions with a configurable USD base year and quick switching between target currencies.
sub-feature 1-1: When opening the app, the initial prompt is dismissed by tapping the confirmation button with resource-id ""android:id/button1"" and text ""OK""; the Currency category is entered by tapping the label with class ""android.widget.TextView"" and text ""Currency""; the historical USD option is opened by tapping the button with resource-id ""com.llamacorp.equate:id/convert_button6"" and text ""USD/[1975]""; the year is confirmed by tapping the list item with resource-id ""android:id/text1"" and text ""1975""; HKD is chosen as the target by pressing the target button with resource-id ""com.llamacorp.equate:id/convert_button9"" and text ""➜ HKD""; USD is set as the base by tapping the source button with resource-id ""com.llamacorp.equate:id/convert_button1"" and text ""USD"" twice; finally the ta
...[truncated]",False,,none,rule_seeded
issue_084,appforge_012,issue_statement,FakeStandby,Android,"description: An app that simulates a fake standby mode and provides configurable settings for exit behavior, quick access, security, startup automation, visual appearance, and a shortcut to the project website.  
feature 1: Configure and secure the fake standby experience, including exit methods and quick access via a persistent notification.  
sub-feature 1-1: When the user taps the settings entry identified by resource-id ""android:id/title"" with text ""Escape methods"", a selection dialog opens; choosing the list option identified by resource-id ""android:id/text1"" with text ""Tap the screen with 4 or more simultaneous touches"" marks that method to exit fake standby, and pressing the confirmation button identified by resource-id ""android:id/button1"" with text ""OK"" saves the selection and closes the dialog; back in the settings list, tapping the preference identified by resource-id ""android:id/title"" with text ""Always show a notification to start the fake standby"" toggles the persistent notification for initiating fake standby, and tapping the item identified by resource-id ""android:id/title"" with text ""Secure mode"" enables the app’s secure mode for fake standby.  
feature 2: Automate
...[truncated]",False,,none,rule_seeded
issue_085,appforge_013,issue_statement,Food_Tracker,Android,"description: A privacy-friendly food diary (org.secuso.privacyfriendlyfoodtracker) that secures data with a generated encryption key, lets users add dated food entries with searchable items and quantities, and provides navigable statistics for nutrition insights.

feature-1: Streamlined first-run setup that lets users bypass onboarding, generate a security key, and reach the primary add flow.  
sub-feature 1-1: When the user taps the Skip control identified by org.secuso.privacyfriendlyfoodtracker:id/btn_skip, the onboarding is dismissed; interacting with the element labeled ""Generating Key"" initiates or acknowledges encryption key creation; then tapping the floating action button org.secuso.privacyfriendlyfoodtracker:id/fab opens the main add-entry screen, confirming core tracking readiness.

feature-2: Date-focused logging with an in-app calendar that supports period navigation and exact day selection.  
sub-feature 2-1: After skipping onboarding via org.secuso.privacyfriendlyfoodtracker:id/btn_skip and tapping the add action org.secuso.privacyfriendlyfoodtracker:id/fab, the date picker appears where android:id/next advances to the next period, android:id/prev returns to the prev
...[truncated]",True,missing_expected_outcome,major,rule_seeded
issue_086,appforge_014,issue_statement,GPS_Cockpit,Android,"description: An app that serves as a GPS cockpit/dashboard, letting users view satellite status, start/stop GPS recordings with runtime permission handling, copy/share current GPS data, manage AGPS assistance data, enable HUD and GPS lock, switch themes, and configure compass degree display via an overflow menu.

feature-1: Provide satellite status access and viewing from the main GPS dashboard.
sub-feature 1-1: When the user taps the main GPS container identified by resource-id ""org.woheller69.gpscockpit:id/gps_cont"", the interface becomes active; tapping the satellite view action ""org.woheller69.gpscockpit:id/action_satview"" opens an alert dialog that shows the header ""Satellites"" (resource-id ""org.woheller69.gpscockpit:id/alertTitle"", text ""Satellites""), and interacting with this title confirms the satellite view dialog is present and in focus.
feature-2: Provide GPS recording controls and compass degree display configuration through the overflow menu.
sub-feature 2-1: Tapping the recording control ""org.woheller69.gpscockpit:id/record"" with text ""Start"" begins tracking (granting permission via the system dialog by pressing ""android:id/button1"" with text ""Allow"" if requested), th
...[truncated]",False,,none,rule_seeded
issue_087,appforge_015,issue_statement,Get_id,Android,"description: An app that identifies and manages device-related IDs, guiding users through initial permissions and enabling quick viewing and copying of Device ID, SIM, IMEI, IMSI, Google Services Framework (GSF), and Wi‑Fi information, along with Help and Rate options.

feature-1: First-launch onboarding that guides users through required Android permissions to reach the main interface.
sub-feature 1-1: When first opening the app, the user advances the Android Permission Controller by tapping the Continue control identified by resource-id com.android.permissioncontroller:id/continue_button to proceed with setup.
sub-feature 1-2: Immediately after, the user confirms within the app by tapping the primary OK button identified by resource-id android:id/button1 with text OK to enter the main interface.

feature-2: Viewing and copying core device and network identifiers directly from the main screen.
sub-feature 2-1: Tapping the Device ID copy control identified by resource-id makeinfo.com.getid:id/device_copy copies the device identifier to the clipboard, confirming proper clipboard placement.
sub-feature 2-2: Tapping the SIM copy control identified by resource-id makeinfo.com.getid:id/
...[truncated]",False,,none,rule_seeded
issue_088,appforge_016,issue_statement,Giggity,Android,"description: An event and conference schedule viewer (net.gaast.giggity) that lets users import schedules from URLs, navigate between overview and timetable views, browse and search entries, set reminders, and configure display and notification preferences.

feature 1: Import schedules from external sources into the app’s listings.
sub-feature 1-1: When the user taps the Add control with content-desc ""Add..."", a dialog with a text input identified by resource-id ""android:id/custom"" appears; entering ""https://fosdem.org/2025/schedule/xml"" and confirming via the ""OK"" button (resource-id ""android:id/button1"", text ""OK"") causes the app to accept the URL and begin retrieving and importing the schedule so it can be viewed within the app.
feature 2: Navigate between high-level overview and full timetable via a navigation drawer.
sub-feature 2-1: After tapping the header title (resource-id ""net.gaast.giggity:id/title""), pressing the navigation button with content-desc ""Show drawer"" opens the drawer to select ""Now/Next"" (resource-id ""net.gaast.giggity:id/now_next"") to show current and upcoming sessions, then reopening the drawer with the same control and selecting ""Timetable"" (resource-id ""
...[truncated]",True,unsupported_external_assumption,minor,rule_seeded
issue_089,appforge_017,issue_statement,Intra,Android,"description: An Android DNS privacy app that establishes a local VPN to route DNS queries over HTTPS, guides users through onboarding, and provides controls to select providers, toggle protection, and manage excluded apps.

feature 1: Enable secure DNS-over-HTTPS protection and let users select and apply a preferred DNS provider from Settings.
sub-feature 1-1: Completing onboarding and applying a DNS-over-HTTPS provider selection. When the user taps the onboarding Next button with resource-id app.intra:id/intro_next twice and then taps the Accept button with resource-id app.intra:id/intro_accept, the app proceeds to request network setup; confirming the Android VPN permission by pressing the system dialog button with resource-id android:id/button1 in package com.android.vpndialogs enables the secure connection. Opening the navigation drawer by pressing the toolbar button identified by class android.widget.ImageButton reveals the side menu, where selecting a menu entry with resource-id app.intra:id/design_menu_item_text navigates to the corresponding section; pressing the drawer button again and choosing the Settings item with resource-id app.intra:id/design_menu_item_text and text
...[truncated]",False,,none,rule_seeded
issue_090,appforge_018,issue_statement,Karma_Firewall,Android,"description: An Android firewall app that uses a local VPN to filter device traffic, providing a global firewall switch, per‑app allow/block rules, a menu with logs and external help/donate links, bulk list operations with sorting and filtering, and options to refresh apps and configure firewall-on-boot behavior.
feature-1: Control the device-wide firewall and manage per-app rules using a local VPN-backed engine.
sub-feature 1-1: Tapping the main firewall toggle with resource-id ""net.stargw.fok:id/activity_main_firewall_icon"" shows an in-app confirmation where pressing ""net.stargw.fok:id/yesButton"" (text ""OK"") proceeds to the system VPN permission dialog in package ""com.android.vpndialogs"", confirming by pressing ""android:id/button1"" (text ""OK"") to enable filtering; tapping the same icon again presents the option labeled by ""android:id/title"" (text ""Disable Firewall"") and confirming with ""net.stargw.fok:id/yesButton"" (text ""OK"") stops the firewall; after managing the global state, selecting the app entry named ""Android Setup"" via ""net.stargw.fok:id/activity_main_row_app_name"" and toggling its per-app state icon ""net.stargw.fok:id/activity_main_row_fwstate_icon"" updates that app’s a
...[truncated]",True,inconsistent_condition,major,rule_seeded
issue_091,appforge_019,issue_statement,LRCEditor,Android,"description: An Android LRC lyrics editor that lets users create and save timestamped lyrics with metadata, refresh and search the library, open entries for editing, and delete them from the home list.

feature-1: This flow enables creating a new lyric entry, completing its metadata, saving with confirmation, then managing it from the home list via refresh, search, edit, and delete. The user begins by tapping the creation control with resource-id ""com.cg.lrceditor:id/fab"", which opens a new entry workflow where the lyrics input area ""com.cg.lrceditor:id/lyrics_textbox"" becomes active; entering the text ""kk"" into ""com.cg.lrceditor:id/lyrics_textbox"" is accepted, and pressing the completion action ""com.cg.lrceditor:id/action_done"" twice in succession advances to the metadata form. On the metadata screen, the user types ""1"" into the song title field ""com.cg.lrceditor:id/songName_edittext"", ""12"" into the album field ""com.cg.lrceditor:id/albumName_edittext"", ""kk"" into the artist field ""com.cg.lrceditor:id/artistName_edittext"", ""123"" into the composer field ""com.cg.lrceditor:id/composer_edittext"", and ""1234"" into the creator field ""com.cg.lrceditor:id/creatorName_edittext"", then taps the
...[truncated]",False,,none,rule_seeded
issue_092,appforge_020,issue_statement,Little_Music_Player,Android,"description: A lightweight music player that lets users open individual audio files or entire folders for playback and manage playlist settings.
feature 1: Enable media selection for playback via dedicated file and folder pickers.
sub-feature 1-1: Tapping the file opener control identified by the resource-id ""com.martinmimigames.littlemusicplayer:id/file_opener"" launches the system document picker UI from the package ""com.google.android.documentsui"" to choose a media file; if no file is selected and the user presses Back while in ""com.google.android.documentsui"", the picker is dismissed and the app returns to the player interface, from which tapping the folder opener control ""com.martinmimigames.littlemusicplayer:id/folder_opener"" initiates the folder selection flow to choose a directory for playback.
feature 2: Provide playlist management with access to per-playlist configuration options.
sub-feature 2-1: Tapping the playlist settings control identified by the resource-id ""com.martinmimigames.littlemusicplayer:id/playlist_settings"" opens the playlist configuration interface as a focused screen or dialog, confirming that the settings entry point responds and presents options for ed
...[truncated]",False,,none,rule_seeded
issue_093,appforge_021,issue_statement,Location_Share,Android,"description: An Android app for quickly sharing your current location or a generated location link, viewing location details, and configuring the link provider used for sharing.

feature 1: Share your location via the system share sheet or copy a shareable link to the clipboard.
sub-feature 1-1: When the user taps the share control identified by the resource-id ""ca.cmetcalfe.locationshare:id/shareButton"", the platform share interface opens to send the location/link through other apps; after pressing Android back, the UI returns to the prior screen where the sharing controls are visible again; then tapping the copy control identified by the resource-id ""ca.cmetcalfe.locationshare:id/copyButton"" copies the location or link to the clipboard for pasting elsewhere.

feature 2: Open and view location details in a dedicated interface.
sub-feature 2-1: With the app open, tapping the button identified by the resource-id ""ca.cmetcalfe.locationshare:id/viewButton"" in the package ""ca.cmetcalfe.locationshare"" triggers the view action, transitioning to the appropriate viewing interface and presenting the corresponding location content.

feature 3: Configure how location links are generated and o
...[truncated]",True,ambiguous_term,minor,rule_seeded
issue_094,appforge_022,issue_statement,MedTimer,Android,"description: An app for managing medication schedules that lets users bypass onboarding, log doses either manually or as taken with precise time selection via a Material time picker, review adherence statistics, and access additional toolbar actions including submenu options and content previews.

feature 1: Manual dose entry with numeric prompts and precise time selection via a Material time picker.
sub-feature 1-1: On the intro screen, tapping the “SKIP” control (text ""SKIP"") bypasses onboarding; selecting the manual logging action (resource-id ""com.futsch1.medtimer:id/logManualDose"") opens the dose entry flow; tapping the input field (resource-id ""com.futsch1.medtimer:id/entry_text"") presents a numeric input dialog (""android:id/customPanel""); entering “123” and confirming with the positive button (""android:id/button1"") applies the value, a subsequent prompt in the same dialog accepts “1” and is confirmed again via ""android:id/button1""; a Material time picker then appears, where choosing the minute labeled “35” and pressing OK (""com.futsch1.medtimer:id/material_timepicker_ok_button"") confirms the time and completes manual dose logging.

feature 2: Quick marking of scheduled doses
...[truncated]",False,,none,rule_seeded
issue_095,appforge_023,issue_statement,Meme_Creator,Android,"description: A meme editor that lets users import a photo, edit it on a canvas, save the result with a custom name, and share it through the system share sheet.
feature 1: Create, save, and share a meme from an imported photo in a single, guided workflow.
sub-feature 1-1: End-to-end first-run and editing flow. When launching, tapping the permission continuation control labeled ""Continue"" advances, and confirming the in-app dialog by tapping the ""OK"" button proceeds to the welcome screen; double-tapping the banner image (resource-id cs4295.memecreator:id/welcomeScreenImage) opens the image source chooser; selecting the Photos entry (resource-id android:id/text1, text ""Photos"") and then the album labeled with resource-id com.google.android.apps.photos:id/title and text ""Pictures"" navigates into Google Photos; picking the thumbnail whose content-desc is ""Photo taken on Jul 26, 2025 4:53:17 PM"" imports it into the editor; in the editor, tapping and then long-pressing the canvas area (resource-id cs4295.memecreator:id/memeEditorLayout) focuses the editing surface and exposes editing handles or options, after which pressing the forward control (resource-id cs4295.memecreator:id/forwardBu
...[truncated]",False,,none,rule_seeded
issue_096,appforge_024,issue_statement,Morse,Android,"description: A Morse code utility that lets users compose codes via buttons, enter text, copy or favorite entries, and play the corresponding Morse audio.

feature-1: This part enables composing Morse code directly through a mode switch and dedicated dot/dash buttons; when the user toggles the input mode using the switch with resource-id ""rocks.poopjournal.morse:id/switchId"", the app activates the appropriate entry mode, after which tapping the dot button identified by resource-id ""rocks.poopjournal.morse:id/input_dot"" three times registers three consecutive dots, followed by tapping the dash button identified by resource-id ""rocks.poopjournal.morse:id/input_dash"" twice to register two consecutive dashes, so the composed sequence updates step by step to become ""...--"", with each tap acknowledged and reflected immediately in the currently built Morse sequence.
feature-2: This part demonstrates that the primary input accepts numeric characters for composing or converting; when the user taps the input field identified by resource-id ""rocks.poopjournal.morse:id/input"", it becomes focused, and entering the character ""5"" updates that same element so its text reads ""5"", confirming that th
...[truncated]",True,ambiguous_term|missing_expected_outcome,major,rule_seeded
ac_001,appforge_001,acceptance_criterion,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a list of results with the ability to close the overlay.",False,,none,rule_seeded
ac_002,appforge_001,acceptance_criterion,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display the first result in the list.",False,,none,rule_seeded
ac_003,appforge_001,acceptance_criterion,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a confirmation dialog asking if the user wants to close the overlay.",False,,none,rule_seeded
ac_004,appforge_001,acceptance_criterion,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should close the overlay after confirming.",False,,none,rule_seeded
ac_005,appforge_001,acceptance_criterion,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display the first result in the list after confirming.",False,,none,rule_seeded
ac_006,appforge_001,acceptance_criterion,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a confirmation dialog asking if the user wants to close the overlay after confirming.",False,,none,rule_seeded
ac_007,appforge_002,acceptance_criterion,Autostarts,Android,"Given the app is launched, when the user taps on the 'During Startup' category row, then the section should expand to show boot-time items and collapse on a second tap.",False,,none,rule_seeded
ac_008,appforge_002,acceptance_criterion,Autostarts,Android,"Given the app is launched, when the user taps on the 'After Startup' category row, then the section should expand to show receivers for network state changes and collapse on a subsequent tap.",False,,none,rule_seeded
ac_009,appforge_002,acceptance_criterion,Autostarts,Android,"Given the app is launched, when the user taps on an app entry titled 'Google', then an action menu should open with options to disable and view application info.",False,,none,rule_seeded
ac_010,appforge_002,acceptance_criterion,Autostarts,Android,"Given the app is launched, when the user taps on the grouping control, then the list should be reorganized by the selected grouping mode.",False,,none,rule_seeded
ac_011,appforge_002,acceptance_criterion,Autostarts,Android,"Given the app is launched, when the user taps on the search action, then the search interface should open for real-time filtering.",False,,none,rule_seeded
ac_012,appforge_003,acceptance_criterion,CityZen,Android,"When the initial permission prompt appears, tapping the Allow button grants the app its required access.",True,missing_actor,minor,rule_seeded
ac_013,appforge_003,acceptance_criterion,CityZen,Android,Opening the 'Fast food' category by tapping the item with resource-id 'com.cityzen.cityzen:id/poi_title' and text 'Fast food' reveals relevant fast food points of interest.,True,missing_actor|missing_expected_outcome|not_testable,major,rule_seeded
ac_014,appforge_003,acceptance_criterion,CityZen,Android,Interacting with a specific result container by clicking the element with class 'android.widget.FrameLayout' and index '1' focuses or opens that entry.,True,missing_expected_outcome|not_testable,major,rule_seeded
ac_015,appforge_003,acceptance_criterion,CityZen,Android,Tapping the place title again brings up the detailed view.,True,missing_actor|missing_trigger|missing_expected_outcome|not_testable,major,rule_seeded
ac_016,appforge_003,acceptance_criterion,CityZen,Android,Pressing the share control opens the sharing flow for the currently viewed location.,True,missing_actor|missing_trigger|missing_expected_outcome|not_testable,major,rule_seeded
ac_017,swe_astropy__astropy-12907,acceptance_criterion,astropy/astropy,Python,"Given a model composed of nested CompoundModels, the separability matrix should correctly identify separable inputs and outputs.",True,ambiguous_term,minor,rule_seeded
ac_018,swe_astropy__astropy-12907,acceptance_criterion,astropy/astropy,Python,"When a model is composed of nested CompoundModels, the separability matrix should reflect that the inputs and outputs are separable if they are independent.",False,,none,rule_seeded
ac_019,swe_astropy__astropy-12907,acceptance_criterion,astropy/astropy,Python,"When a model is composed of nested CompoundModels, the separability matrix should correctly identify that inputs and outputs are no longer separable if they are dependent.",True,ambiguous_term,minor,rule_seeded
ac_020,swe_astropy__astropy-12907,acceptance_criterion,astropy/astropy,Python,"The behavior of the separability matrix for nested CompoundModels should be consistent with the expected results, as demonstrated in the provided examples.",True,missing_actor,minor,rule_seeded
ac_021,swe_astropy__astropy-12907,acceptance_criterion,astropy/astropy,Python,The implementation of the separability matrix function should handle nested CompoundModels without errors or unexpected behavior.,True,missing_trigger|overly_broad_requirement,minor,rule_seeded
